pid,label,sent1,sent2,pred0,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,pred20,pred21,pred22,pred23,pred24,pred25,pred26,pred27,pred28,pred29,pred30,pred31,pred32,pred33,pred34,pred35,pred36,pred37,pred38,pred39,pred40,pred41,pred42,pred43,pred44,pred45,pred46,pred47,pred48,pred49,pred50,pred51,pred52,pred53,pred54,pred55,pred56,pred57,pred58,pred59,pred60,pred61,pred62,pred63,pred64,pred65,pred66,pred67,pred68,pred69,pred70,pred71,pred72,pred73,pred74,pred75,pred76,pred77,pred78,pred79,pred80,pred81,pred82,pred83,pred84,pred85,pred86,pred87,pred88,pred89,pred90,pred91,pred92,pred93,pred94,pred95
0,3.0," patient arrives, via hospital wheelchair, gait steady, history obtained from patient, patient appears comfortable, patient cooperative, alert, oriented to person, place and time."," complex assessment performed, patient arrives ambulatory, gait steady, history obtained from, parent, patient appears comfortable, patient cooperative, alert, oriented to person, place and time.",3.624132,3.660592,3.6808271,3.6605926,3.5308957,3.4469697,3.6808252,3.4632843,3.6419032,3.5173054,3.579998,3.517305,3.6419022,3.4632905,3.5419009,3.806118,3.7076843,3.5314405,3.635963,3.5799975,3.6359644,3.6659493,3.6659496,3.5554168,3.5308952,3.4469686,3.5419006,3.6241322,3.5554204,3.7076797,3.5314395,3.8061194,3.5238557,3.859653,3.6767514,3.8596518,3.8291576,3.8989663,3.676702,3.8910775,3.5006552,3.6164243,3.643883,3.6164253,3.5038033,3.870611,3.5365992,3.9949002,3.483836,3.8517764,3.5387402,3.6438828,3.5387456,3.9123616,3.9123611,3.4393775,3.8282318,3.898922,3.536743,3.52198,3.4345012,3.4899895,3.85178,3.9947839,3.718227,3.6606793,3.696993,3.6578982,3.8282704,3.495733,3.4316082,3.802979,3.5857015,3.4434562,3.8921707,3.4441907,3.5948627,3.7983885,3.6072783,4.33005,3.301301,3.619513,3.3775373,3.907948,3.4175403,3.828792,3.825371,3.635344,3.8187604,3.4981947,3.6144886,3.7017107,3.6683881,3.4095442,3.6300309,4.329046
1,1.0,oxycodone  roxicodone  5 mg tablet 0.5-1 tablets by mouth every 4 hours as needed.,pantoprazole  protonix  40 mg tablet enteric coated 1 tablet by mouth bid before meals.,1.6348709,1.7991295,2.0253649,1.7991297,1.7202883,1.8294587,2.025365,1.772384,1.5848542,1.91464,1.9209372,1.9146407,1.5848544,1.7723808,1.7779466,1.8226354,2.15972,1.7482661,1.8524657,1.9209373,1.8524649,1.955866,1.9558661,1.8753647,1.7202879,1.8294605,1.777947,1.6348715,1.8753655,2.159718,1.7482659,1.8226349,1.8535823,2.128427,2.1555288,2.1284258,1.8152945,2.0562437,2.155458,1.6756946,1.4895018,1.6782894,2.0229838,1.6782919,1.4899913,1.6794811,1.9137647,1.9399415,1.9076363,1.9309734,2.0004797,2.0229857,2.0004826,1.928618,1.9286176,1.6185607,1.8149964,2.056227,1.9137211,1.8532983,1.6080635,1.9124756,1.9309705,1.9399369,1.6361023,1.7062715,1.6832122,1.7087235,1.9957588,1.9664459,2.0414758,1.8845553,1.9547491,2.000081,1.5824121,2.0046394,1.9693509,1.9101136,1.8801497,1.856526,2.0601306,1.641188,2.0102923,1.5945587,2.024732,1.6794348,1.6824226,1.7743345,1.9643989,1.973001,1.8751886,1.6939919,1.7818801,1.6495295,1.6421372,1.8561932
3,3.0," given current medication regimen, the following parameters should be monitored by outpatient providers: none"," given current medication regimen, the following parameters should be monitored by outpatient providers: lithium level",3.9487875,3.8860645,3.8810656,3.8860648,3.414642,3.7577581,3.8810651,3.630196,3.6940157,3.3867695,3.8337083,3.3867712,3.6940143,3.630196,3.5588663,4.3751783,3.9154835,3.626118,3.5318942,3.8337092,3.5318959,3.7479708,3.7479708,3.7686527,3.4146428,3.7577581,3.558867,3.948789,3.7686536,3.9154775,3.6261165,4.375177,3.413374,4.2339377,4.0899544,4.2339373,3.5394273,3.839735,4.090064,4.1391273,3.984378,3.8625789,4.19795,3.862575,3.9951124,4.1557274,3.9004893,4.761323,4.1763434,4.1065054,3.5979526,4.1979146,3.5979586,4.4055543,4.405554,3.1405716,3.5395975,3.839714,3.9013002,3.4173691,3.118828,4.1961856,4.1065373,4.761189,2.4566891,2.8120627,2.5658545,2.8026738,2.759468,2.900435,2.6362262,2.54904,2.6101556,2.6486747,2.5899436,2.655328,2.6068516,2.530949,2.3844821,3.1619592,2.554518,3.1745028,2.7555017,2.558271,2.6904266,3.161448,3.1641023,2.767064,2.7366316,2.8988662,2.4164696,2.5188396,2.6840825,2.7688148,3.1545305,3.1667445
5,1.0,nortriptyline  pamelor  50 mg capsule 1 capsule by mouth every bedtime.,tylenol extra strength 500 mg tablet 2 tablets by mouth every bedtime.,1.8881038,1.7470013,1.8340602,1.747002,1.9358577,1.8138533,1.8340604,1.8286381,1.9990666,1.7651017,1.8366206,1.7651016,1.9990664,1.8286368,1.5447116,2.1580513,1.8567084,1.6357666,1.810231,1.8366209,1.8102322,1.4062642,1.4062648,1.7691897,1.9358573,1.8138545,1.5447135,1.8881041,1.7691884,1.8567134,1.6357656,2.158052,1.617989,1.5256212,2.1570349,1.5256219,2.0156558,1.626442,2.1569722,2.074364,1.7264427,1.5523808,1.8577135,1.5523902,1.72571,2.064335,2.1001494,1.8575162,1.7296923,1.7752422,2.1579945,1.8576992,2.157999,1.8370827,1.8370823,1.8402557,2.0153909,1.6264099,2.1000438,1.6174642,1.8594598,1.7316396,1.7752286,1.8574309,1.5256585,1.5799402,1.3046042,1.5796099,1.8901889,1.837053,1.5038047,1.6743383,1.975288,1.6791726,1.4555823,1.6898135,1.9896247,1.6829367,1.2571381,2.1417935,1.5957527,1.8470609,1.6230879,1.4445443,1.620195,1.8454481,1.8496372,1.8550233,1.8857722,1.8398992,1.2495999,1.5509198,1.8643272,1.2880037,1.8451941,2.1415958
6,4.0,spent 25 minutes with the patient and greater than 50% of this time was spent counseling the patient regarding diagnosis and available treatment options., spent 15 minutes with the patient and greater than 50% of this time was spent counseling the patient regarding diagnosis and available treatment options; 025 modifier.,4.2336907,4.131549,4.5719585,4.1315494,4.197721,4.132245,4.5719585,4.394844,4.664123,4.417701,4.527448,4.4177012,4.6641226,4.394844,4.452928,4.3364644,4.3640437,4.1444726,4.4825597,4.5274477,4.4825606,4.514446,4.514446,4.7965484,4.197721,4.132245,4.4529276,4.233691,4.796545,4.364044,4.1444716,4.336465,3.9279962,4.455841,4.4100204,4.455841,4.4657993,4.5402126,4.410059,4.3469586,4.241516,4.316505,4.3126187,4.316504,4.237219,4.299106,4.2522345,4.4108596,4.030574,4.484884,4.1643977,4.312643,4.1644006,4.395871,4.395871,4.1213264,4.4650474,4.5402184,4.252246,3.9300714,4.123847,4.041087,4.4848857,4.4108624,4.6208653,4.717286,4.2907085,4.715715,4.466448,4.5967164,3.9767725,4.352722,4.3416777,4.267588,4.8983803,4.269189,4.3578763,4.3951716,4.047192,5.0770874,4.407306,4.9028687,4.0143495,4.9050584,4.004743,4.696491,4.69517,4.3052344,4.450381,4.5950646,4.0401263,4.653189,4.2897453,4.476651,4.888791,5.0786943
10,3.0," identified illness as a learning need, identified follow-up care as a learning need, no barriers to learning were identified, no interventions were used to address barriers to learning, teaching methods used included printed patient instructions, verbal instructions, patient verbalized an understanding of discharge teaching."," patients primary language is english, teaching methods used included printed patient instructions, verbal instructions, patient verbalized an understanding of discharge teaching.",3.196169,3.3647041,3.4607596,3.3647048,2.8364468,2.9862962,3.4607599,3.0822625,2.8375196,3.1744912,3.5569987,3.1744921,2.8375182,3.082264,3.2319858,3.544133,3.4162402,2.9608557,3.2968805,3.5569978,3.2968812,3.4383833,3.4383833,3.1103606,2.8364465,2.9862957,3.2319844,3.1961694,3.110362,3.4162378,2.960856,3.5441346,3.4117227,3.0167515,3.490374,3.0167532,3.5905342,3.1667328,3.4903014,3.6004329,3.4791527,3.299183,3.6830516,3.299183,3.4918518,3.629509,3.4402432,3.6776667,3.134373,3.1215806,3.3272116,3.683033,3.327217,3.0831559,3.083157,3.573246,3.5900426,3.1667402,3.4401562,3.4133368,3.5751364,3.1547205,3.1215725,3.6777036,3.4236193,3.050488,3.2226012,3.0497556,3.2983243,3.30963,3.1570766,3.2497902,2.9046881,3.0762572,3.7454975,3.0769677,2.8951025,3.2776198,3.1870701,3.7225094,3.0896122,2.8294568,3.0664742,3.7346272,3.024489,2.9859111,2.9867299,2.9691892,3.2757103,3.3078809,3.2137153,3.3704083,2.9343677,3.2853456,2.834984,3.7190857
12,2.0,bupropion  wellbutrin xl  300 mg tablet sustained release 24 hour 1 tablet by mouth one time daily.,flintstones complete chewable tablet 1 tablet by mouth two times a day.,1.5739652,1.83847,1.9162365,1.8384699,1.7705784,1.8433158,1.9162374,1.8060681,1.7369897,1.8000071,2.0301666,1.8000065,1.7369899,1.8060672,1.8510783,2.08259,1.6232098,1.8097289,1.6243368,2.0301673,1.6243386,1.7048366,1.7048378,1.8165711,1.7705787,1.8433172,1.8510787,1.5739648,1.8165691,1.6232095,1.8097295,2.0825903,1.6607329,1.2496846,1.910063,1.2496876,1.5174778,1.5598218,1.9100108,1.6835864,1.4412622,1.6615685,1.5724337,1.6615717,1.4399565,1.6989114,1.8135995,1.5946584,1.6063007,1.6430621,1.8707943,1.5724168,1.8707991,1.7117487,1.7117485,1.5968884,1.5178304,1.5597959,1.8134739,1.6594036,1.5968887,1.6130913,1.6430548,1.5945662,1.1031038,1.2934349,1.2222104,1.3021375,1.815135,1.5706468,1.5526043,1.7455387,1.9070529,1.3706973,1.5943768,1.3675646,1.9029192,1.7634103,1.1440547,2.0077925,1.3270321,1.5973963,1.2220916,1.586319,1.260086,1.5575826,1.5603952,1.9672308,1.816653,1.5671006,1.1392134,1.1494327,1.9762436,0.86130834,1.5972879,2.0081396
13,5.0,the remainder of a complete comprehensive multi-system review of systems is negative except as above., the remainder of the complete comprehensive multisystem review of systems is negative except as above.,4.5407825,4.180103,4.8963885,4.180104,4.9455733,4.3459015,4.8963885,5.0128393,4.7703815,4.8671513,4.9249363,4.8671513,4.7703805,5.0128384,4.805559,4.7877436,4.586661,4.64441,4.8936973,4.9249363,4.893697,5.1497273,5.1497273,4.8171973,4.945574,4.345902,4.8055577,4.540784,4.8171973,4.5866594,4.6444097,4.787744,4.3540688,4.596133,5.040015,4.596132,4.6972446,4.628203,5.040027,5.073463,4.7695045,4.904859,5.1122403,4.90486,4.775206,5.0637693,4.8010306,5.0612884,4.5307684,4.786442,4.819447,5.112245,4.8194504,4.668774,4.6687737,4.806262,4.698369,4.6281877,4.800983,4.3524704,4.799907,4.511726,4.786434,5.061309,4.97579,4.5435514,5.3192835,4.5309567,5.4210014,4.7033787,4.960708,5.2792025,4.78638,5.1330605,4.898043,5.1291237,4.7989116,5.279696,5.2526565,5.0849977,4.3114357,5.1677866,4.9548244,4.884973,4.9937525,5.010984,5.010687,5.0438995,5.421595,4.70225,5.2118893,4.990834,5.024476,4.560711,5.1691494,5.0836167
14,3.25," no: new confusion or inability to stay alert and awake; feeling like you are going to pass out every time you stand (or sit) up; blue or dusky lips, skin or nail beds; purple or red rash blotches that stay when pressed by a glass (purpural rash); newly stiff or painful neck or puffiness around the eyes"," no: newly stiff or painful neck; purple or red rash blotches that stay when pressed by a glass (purpural rash); currently feeling like you are going to collapse every time you stand (sit); complete inability to swallow or currently struggling to breathe, even while inactive or resting",3.0245779,3.4323814,3.1448312,3.4323826,3.0398047,3.2240763,3.1448317,3.0950954,3.1229599,2.940252,3.225474,2.940252,3.1229594,3.0950928,3.040515,3.2110534,3.4797294,3.2096183,3.036598,3.2254744,3.0365996,3.239769,3.2397697,3.2284825,3.0398047,3.2240767,3.0405128,3.0245783,3.2284825,3.4797258,3.2096174,3.2110534,3.363814,3.2403216,3.1306663,3.2403224,3.4963298,3.3309338,3.130657,3.4189293,3.2193499,3.125917,3.33684,3.1259172,3.2120297,3.4460623,3.127901,3.7252243,3.4606187,3.391597,2.9393487,3.3368413,2.9393487,3.2806077,3.280608,3.6182137,3.495729,3.3309166,3.1279457,3.36801,3.6129518,3.485251,3.391587,3.7251985,3.217162,2.970389,3.0764236,2.9856539,3.4428484,3.0738518,2.8680491,3.2289093,2.892878,2.9962769,3.4743903,3.0101368,2.8968878,3.2597575,2.7983932,3.5677593,3.2290947,3.1950462,2.8763766,3.4701202,2.9189985,3.0482497,3.0508235,2.927918,3.4237242,3.0601535,2.8120775,3.2114072,2.8734093,3.2300985,3.1938732,3.5676835
17,4.05," educational literature, developmentally age appropriate, provided at today's visit, including caring for your three- to five-year-old   ."," educational literature, developmentally age appropriate, provided at today's visit, including caring for your five- to seven-year-old   .",4.477119,4.157265,4.710841,4.1572647,4.3877616,4.176447,4.7108407,4.5681076,4.5587344,4.560604,4.496727,4.560604,4.558733,4.568107,4.5596642,4.4389863,4.5180616,4.3267417,4.6174445,4.4967275,4.617445,4.6734486,4.6734486,4.7584944,4.3877616,4.176447,4.559664,4.4771194,4.7584906,4.518058,4.326741,4.4389873,4.4699645,4.717897,4.903639,4.7179,4.901364,4.7214785,4.9036694,5.1213245,4.350625,4.831255,4.8933306,4.831256,4.3594527,5.1155396,4.7177525,4.956657,4.4894238,4.7706966,4.491555,4.893334,4.4915595,4.606008,4.606007,4.695645,4.9016805,4.7214594,4.7176743,4.472762,4.6938357,4.483784,4.7706866,4.9567084,5.020052,4.7607794,4.4125433,4.7626405,4.5053706,4.528994,3.9349551,4.209893,4.3887906,4.3771763,4.8802023,4.372379,4.452519,4.345625,4.0996213,5.14089,4.5689898,4.8206434,4.1992097,4.8685923,4.2621984,4.66812,4.664971,4.17924,4.5097923,4.5283136,4.0609555,4.993812,3.991703,4.62427,4.8145847,5.140361
