pid,label,sent1,sent2,pred0,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,pred20,pred21,pred22,pred23,pred24,pred25,pred26,pred27,pred28,pred29,pred30,pred31,pred32,pred33,pred34,pred35,pred36,pred37,pred38,pred39,pred40,pred41,pred42,pred43,pred44,pred45,pred46,pred47,pred48,pred49,pred50,pred51,pred52,pred53,pred54,pred55,pred56,pred57,pred58,pred59,pred60,pred61,pred62,pred63,pred64,pred65,pred66,pred67,pred68,pred69,pred70,pred71,pred72,pred73,pred74,pred75,pred76,pred77,pred78,pred79,pred80,pred81,pred82,pred83,pred84,pred85,pred86,pred87,pred88,pred89,pred90,pred91,pred92,pred93,pred94,pred95
0,3.0," patient arrives, via hospital wheelchair, gait steady, history obtained from patient, patient appears comfortable, patient cooperative, alert, oriented to person, place and time."," complex assessment performed, patient arrives ambulatory, gait steady, history obtained from, parent, patient appears comfortable, patient cooperative, alert, oriented to person, place and time.",3.472224,3.2725923,3.0054328,3.272592,3.1024117,3.4509242,3.005438,2.9232526,3.176832,2.651805,3.4070933,2.6517293,3.1768303,2.9232554,2.776534,3.5484204,3.3340364,3.4172378,2.9079888,3.4070926,2.907989,3.3344808,3.3344803,2.8069904,3.1024117,3.450919,2.7764523,3.4722238,2.8069882,3.334035,3.4172196,3.5484214,3.4679573,3.8813298,3.5415397,3.8813322,3.8879297,3.7487051,3.541539,3.4709716,3.1509817,3.5483596,4.083119,3.5483582,3.15271,3.7167184,3.5901752,4.1223226,3.8061469,4.0937433,3.6170852,4.0819836,3.6170793,4.07873,4.0787277,3.3188589,3.8880596,3.7487054,3.590177,3.467532,3.0912645,3.80616,4.0937405,4.122352,3.8251212,3.428909,3.810689,3.4319382,3.8447244,3.336785,3.8220043,3.7034729,3.4295557,3.5075293,3.8623745,3.5019326,3.4312186,3.716996,3.4596786,3.944767,3.618958,3.8849468,3.416202,3.8660262,3.6106915,3.7609913,3.7512708,3.9784694,3.8463876,3.5683384,3.429628,3.823271,3.7993693,3.622409,3.8834214,3.9454029
1,1.0,oxycodone  roxicodone  5 mg tablet 0.5-1 tablets by mouth every 4 hours as needed.,pantoprazole  protonix  40 mg tablet enteric coated 1 tablet by mouth bid before meals.,2.2772555,2.2067606,1.904134,2.2067614,1.705779,1.9705784,1.904134,1.5351719,1.8112757,1.6187325,2.127481,1.6187418,1.8112754,1.5351691,1.5589586,2.1509647,2.5571558,1.9530002,1.9428641,2.1274793,1.9428663,2.199283,2.1992843,1.7071987,1.7057782,1.9705825,1.55888,2.2772627,1.7071987,2.5571556,1.9530376,2.1509643,2.340908,2.0439565,1.8085634,2.043956,1.7786596,2.0181572,1.8085964,1.8302355,1.9155579,1.8382064,1.9514354,1.8382069,1.9165943,1.689186,1.6818858,2.205889,1.9368929,1.7547495,1.6977218,1.9511087,1.6977385,1.8204856,1.8204843,2.2331662,1.7788724,2.018157,1.6818666,2.3408442,2.176524,1.9368529,1.7547477,2.2059016,1.9128816,1.9961882,2.0085664,1.8083278,1.7035363,1.9425781,2.0084207,1.523262,2.0729272,1.8049763,1.9334639,1.7999996,2.0721018,1.543057,1.5914577,1.7678145,2.106413,1.6815282,1.9752935,1.9431851,1.9557828,1.7423614,1.7440029,1.496624,1.7031274,1.8519547,1.346505,1.9221269,1.6350667,2.1048548,1.6669079,1.7675949
2,0.0,the patient has missed 0 hours of work in the past seven days for issues not related to depression., in the past year the patient has the following number of visits: none in the hospital  none in the er and  one as an outpatient.,0.017728139,0.011741875,-0.15201688,0.011742746,0.039422702,0.20036939,-0.15202026,-0.043133054,-0.021895261,0.07004511,0.3753641,0.07005194,-0.021895343,-0.043132827,0.18708567,0.29619563,0.0016090684,-0.2440366,-0.13553287,0.3753639,-0.13552453,0.12527415,0.1252735,-0.12550035,0.039422143,0.2003662,0.18710034,0.01773171,-0.12549983,0.0016082264,-0.24404623,0.29619402,0.17042154,0.26048702,-0.018893994,0.2604847,0.07957866,0.15253265,-0.018911993,0.38751125,-0.07627259,0.25494307,0.256967,0.254943,-0.08410809,-0.097090654,-0.06269312,0.34529462,0.033662528,-0.13584141,0.35530946,0.2563068,0.35530254,-0.052845635,-0.05284243,0.15763146,0.07914218,0.15253495,-0.06268824,0.17043127,0.17890863,0.033316463,-0.1358475,0.34530035,0.08713372,0.38372236,0.3979835,0.2394601,0.08448459,0.4355807,0.39915684,0.400492,0.19288301,0.16413026,0.58389914,0.16220984,0.19286416,0.389891,0.20134851,0.38324913,0.23666117,0.19066909,0.100099936,0.58472085,0.024345566,0.0754836,0.07210236,0.2227701,0.09071207,0.18939336,0.1922318,0.086972564,0.24393724,0.2420615,0.2026253,0.3845474
3,3.0," given current medication regimen, the following parameters should be monitored by outpatient providers: none"," given current medication regimen, the following parameters should be monitored by outpatient providers: lithium level",3.7692478,3.8726661,3.3576033,3.8726668,3.5133102,3.540962,3.3576021,3.5130208,3.478454,3.2419734,4.0046415,3.2419844,3.4784553,3.513021,3.1469064,4.325783,3.9712691,3.4490309,3.351319,4.004642,3.351314,4.056436,4.0564365,3.4291193,3.5133095,3.540968,3.1468322,3.7692502,3.4291222,3.9712698,3.4488115,4.325783,4.255908,4.041348,3.2675722,4.041348,4.188963,3.366653,3.267579,3.4913936,3.6057785,3.2333913,4.7659206,3.2333877,3.6082635,3.9004667,3.243659,4.6274757,4.194961,3.9995937,3.4204526,4.7650137,3.4204178,4.28923,4.2892303,3.5681949,4.189113,3.3666465,3.2436647,4.254848,3.2372952,4.1953225,3.9995966,4.627497,2.7506201,2.9746926,2.752502,3.0361047,3.0738437,3.005053,2.741828,3.278035,3.0252101,2.5830793,3.2531264,2.5669658,3.0293174,3.2735462,2.3402755,3.07933,2.9496784,2.9590626,2.4568565,3.2363253,2.5962198,3.022723,3.0271864,3.375258,3.073836,3.2332602,2.82577,2.8279731,3.3409534,2.955908,3.1040745,3.0744555
4,4.0,the diagnosis and treatment plan were explained to the family caregiver who expressed understanding of the information presented., explained diagnosis and treatment plan; patient expressed adequate understanding of the information presented today.,4.0180655,4.1106095,4.616122,4.110608,4.838983,4.590199,4.6161227,4.9077086,4.3905993,4.2532988,4.347349,4.253283,4.3905983,4.9077063,4.2091274,4.1970286,3.949776,4.5188384,4.5102186,4.34735,4.5102186,4.197181,4.1971817,4.449984,4.838983,4.590196,4.2091575,4.018065,4.449982,3.9497747,4.5189233,4.1970286,4.0079684,4.3288054,4.6461763,4.328806,4.865893,4.2388506,4.64618,4.265813,3.9848855,4.4213943,4.627502,4.421396,3.9725554,4.6834917,4.7364893,4.505703,4.063878,4.4081707,4.3991065,4.6270328,4.3991013,4.317926,4.317923,4.1332564,4.8653183,4.238851,4.736492,4.0072675,4.1065955,4.063654,4.4081717,4.5057225,4.2233615,4.484618,4.254858,4.378492,4.8868647,4.378414,4.258373,5.2258935,4.2954693,4.123498,4.4995065,4.118395,4.3013997,5.174613,4.509358,4.674977,4.271189,4.647927,3.826449,4.510223,4.141319,4.467454,4.464342,4.7685437,4.8822107,4.6707525,4.4883533,4.226624,4.7990336,4.2713013,4.647604,4.6754026
5,1.0,nortriptyline  pamelor  50 mg capsule 1 capsule by mouth every bedtime.,tylenol extra strength 500 mg tablet 2 tablets by mouth every bedtime.,1.8362206,1.9623066,1.6586579,1.962307,1.4998518,1.8982422,1.6586587,1.2438934,1.7016548,1.4418006,2.1864686,1.4417984,1.7016551,1.2438852,1.6228665,2.2298117,2.0242593,1.4830636,1.4903072,2.1864665,1.4903094,2.0977204,2.0977206,1.0197875,1.4998517,1.8982385,1.6231117,1.8362228,1.0197915,2.024259,1.483115,2.229811,2.1347039,1.9151629,0.8614097,1.9151628,1.9923599,1.9069362,0.86142236,2.1988451,1.5959572,1.5887893,1.9217306,1.5887872,1.5937992,1.9651971,0.76145077,2.2462425,1.7081851,2.0552018,1.523229,1.9212792,1.5232328,2.0423923,2.0423896,1.9018652,1.9927378,1.906937,0.7614665,2.1343267,1.8677124,1.7084233,2.0552027,2.246261,1.4240195,1.8113432,1.9742868,1.6301324,1.8136475,1.7740648,1.9736774,1.81713,1.8771225,1.9172505,2.243588,1.9055166,1.8789488,1.8099759,1.6963867,2.176592,1.7347254,1.8084987,1.755216,2.2535543,1.9324715,1.9673954,1.9649745,1.7774884,1.8118638,1.4782948,1.4780229,1.4259446,1.7530698,1.7325115,1.8012234,2.1762886
6,4.0,spent 25 minutes with the patient and greater than 50% of this time was spent counseling the patient regarding diagnosis and available treatment options., spent 15 minutes with the patient and greater than 50% of this time was spent counseling the patient regarding diagnosis and available treatment options; 025 modifier.,4.2602196,4.182857,4.564442,4.182857,4.4662323,4.4326963,4.564443,4.4340067,4.605865,4.3633895,4.3285365,4.3633714,4.605865,4.4340057,4.1804633,4.2692313,4.1672697,4.4758277,4.6230564,4.3285356,4.6230574,4.312067,4.3120675,4.3224993,4.466233,4.432696,4.1804585,4.2602167,4.3224998,4.1672697,4.4758344,4.269231,4.232992,4.4142156,4.191899,4.414215,4.4888196,4.3280835,4.191901,3.9675343,4.054544,4.249312,4.42385,4.249313,4.064003,4.1602073,3.8375707,4.3660913,4.1288457,4.2754345,4.3672266,4.423655,4.3672085,4.3659916,4.365991,3.8375528,4.488946,4.3280826,3.8375683,4.232943,3.8174014,4.1289554,4.2754345,4.3661146,4.669865,4.6157827,4.266507,4.6772385,4.197975,4.5194387,4.255364,4.521407,4.0414433,4.3138666,4.8621807,4.312073,4.0241127,4.443901,4.359802,4.9206524,4.5329094,4.8827934,3.8767984,4.859696,4.1300774,4.865946,4.863924,4.7934155,4.202778,4.7993145,4.2920065,4.677387,4.7294817,4.5306525,4.894538,4.9203444
7,2.5,"respiratory: negative for cough, chest tightness, shortness of breath and stridor.","hent: negative for congestion, rhinorrhea, sinus pressure and sore throat.",1.7691501,1.6371716,1.4267902,1.6371721,0.9157241,2.2876248,1.4267908,1.0541943,1.4922556,1.1758882,1.5351113,1.1759224,1.4922557,1.0542005,1.5707892,1.8793572,1.932089,1.4408007,1.2472947,1.5351233,1.2472881,1.5039177,1.5039165,1.0790023,0.91572434,2.2876298,1.570691,1.7691522,1.0790018,1.9320872,1.44062,1.8793573,1.4839144,2.712946,2.7483656,2.7129383,1.2412562,2.4446914,2.7483454,1.4526594,1.6427048,2.636811,0.9550422,2.636808,1.6489191,1.4538809,2.7786837,1.398826,1.3418318,2.1873407,2.6920428,0.95575553,2.691996,2.2594905,2.2594948,1.7180828,1.2405847,2.4446952,2.7786975,1.483843,1.5477196,1.3421857,2.187337,1.3988103,1.7799088,2.3554099,2.2382011,1.8596919,2.1243541,1.8680358,2.2557542,1.7192527,2.5278728,1.6649075,2.1171157,1.6570971,2.5263011,1.6676013,1.7059616,1.9487996,2.1940823,1.9438419,2.029296,2.1267223,2.0772407,1.8143384,1.8389999,2.548831,2.1156797,1.8250494,0.7442423,1.774464,2.4851844,2.1894999,1.9331084,1.9524745
8,1.0,ondansetron  zofran  4 mg tablet 1 tablet by mouth three times a day as needed.,minocycline  minocin  50 mg capsule 1 capsule by mouth two times a day.,2.6229403,2.3153746,2.0671985,2.3153753,2.3251133,2.1651525,2.0672069,2.1992333,2.3692334,1.900702,2.5050588,1.9007012,2.369234,2.199224,2.0760543,2.8901672,2.5907934,2.084271,2.3248973,2.5050647,2.3248997,2.3510416,2.3510423,2.1480453,2.3251143,2.1651573,2.0776265,2.6229491,2.1480427,2.5907934,2.084286,2.8901665,2.1112666,2.0993762,2.0458214,2.0993755,1.9531565,2.2580097,2.04585,1.9668002,1.7211611,2.0696433,1.9700246,2.0696418,1.7208949,1.8372955,2.2117736,2.2616892,1.6560925,2.1540456,2.0373127,1.9694694,2.0373163,2.019009,2.0190094,1.814564,1.9533736,2.258011,2.211769,2.111145,1.8283217,1.6560576,2.1540442,2.2617133,1.9501758,2.075333,2.068841,1.9630238,2.0516331,2.2362516,2.0666544,1.8296988,2.0392647,1.9824083,2.3514075,1.9761928,2.0435994,1.8069148,1.6099924,2.4215863,2.1597404,1.954571,2.1079383,2.3631115,2.162818,2.0885632,2.0890248,1.8756698,2.0491416,1.9491279,1.3533655,1.9632102,1.8437351,2.157806,1.9585642,2.422114
9,4.9,explained diagnosis and treatment plan; patient child caregiver expressed understanding of the content, explained diagnosis and treatment plan; patient care giver expressed understanding of the content.,4.229613,4.3014274,5.0340943,4.301427,5.221382,4.656944,5.0340962,5.2666726,4.7719545,4.6823835,4.480446,4.682375,4.771955,5.266673,4.6381907,4.388363,4.1947417,4.5908885,5.0042186,4.480446,5.0042205,4.504802,4.504802,4.710066,5.221382,4.6569433,4.6382113,4.229612,4.7100663,4.1947417,4.590928,4.3883624,4.2774396,4.577721,4.9133334,4.5777216,5.244138,4.499221,4.913323,4.5225935,4.5678487,4.77358,5.0113935,4.7735786,4.577174,4.906596,4.8708797,4.763539,4.4057384,4.625064,4.765038,5.01088,4.765031,4.518567,4.518565,4.4590473,5.243768,4.4992185,4.8708754,4.278071,4.4363513,4.4063582,4.6250644,4.76356,4.3587275,4.555741,4.588475,4.4578505,5.046287,4.5287824,4.585776,5.293196,4.4768276,4.389613,4.6981907,4.395999,4.4792953,5.22594,4.950617,4.743733,4.3677497,4.8021665,4.3328457,4.7025332,4.5337577,4.643622,4.6342025,4.8617544,5.045652,4.803075,4.425894,4.3650103,4.839991,4.3672123,4.810304,4.743326
