pid,label,sent1,sent2,pred0,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,pred20,pred21,pred22,pred23,pred24,pred25,pred26,pred27,pred28,pred29,pred30,pred31,pred32,pred33,pred34,pred35,pred36,pred37,pred38,pred39,pred40,pred41,pred42,pred43,pred44,pred45,pred46,pred47,pred48,pred49,pred50,pred51,pred52,pred53,pred54,pred55,pred56,pred57,pred58,pred59,pred60,pred61,pred62,pred63,pred64,pred65,pred66,pred67,pred68,pred69,pred70,pred71,pred72,pred73,pred74,pred75,pred76,pred77,pred78,pred79,pred80,pred81,pred82,pred83,pred84,pred85,pred86,pred87,pred88,pred89,pred90,pred91,pred92,pred93,pred94,pred95
0,3.0," patient arrives, via hospital wheelchair, gait steady, history obtained from patient, patient appears comfortable, patient cooperative, alert, oriented to person, place and time."," complex assessment performed, patient arrives ambulatory, gait steady, history obtained from, parent, patient appears comfortable, patient cooperative, alert, oriented to person, place and time.",3.6955504,3.1078706,3.4329154,3.1078687,3.3845499,3.46545,3.432915,3.4015718,3.5812566,3.3378255,3.6475456,3.337827,3.581256,3.401574,3.2683175,3.6623213,3.6020358,3.5209093,3.4371526,3.6475453,3.4371536,3.5021474,3.5021358,3.5465944,3.3845506,3.465456,3.268318,3.6955492,3.546594,3.6020353,3.5209076,3.6623206,3.6843107,3.693344,3.4865594,3.6933434,3.6297872,3.499581,3.4865854,3.5539742,3.3346229,3.603189,3.7180507,3.603189,3.3346183,3.3569632,3.2899675,3.8757997,3.5860355,3.4976795,3.5988016,3.7179828,3.598803,3.6589043,3.6589043,3.2603102,3.6306045,3.4995854,3.2899694,3.6864183,3.2606926,3.5862148,3.4976747,3.876608,3.5928228,3.102343,3.7765129,3.1055505,3.722217,3.1299508,3.7788088,3.4705956,3.58083,3.7755275,3.6391582,3.778288,3.5764859,3.483078,3.6415863,3.8089085,3.2921696,3.4640965,3.6946857,3.6365235,3.6936724,3.4038856,3.4023843,3.377121,3.7331579,3.1319172,3.642589,3.5904138,3.3814185,3.3044007,3.4829364,3.8101337
2,0.0,the patient has missed 0 hours of work in the past seven days for issues not related to depression., in the past year the patient has the following number of visits: none in the hospital  none in the er and  one as an outpatient.,0.052608106,0.15845762,0.29451123,0.15845801,0.25055835,0.09651581,0.29451105,0.0835493,0.2333402,0.0704159,0.010356131,0.07041565,0.23334059,0.083548255,0.034991525,0.1654058,0.14155,0.10211011,0.19940534,0.010358136,0.19940425,0.062255997,0.062261485,0.13985,0.2505577,0.0964418,0.034990884,0.052605987,0.13984868,0.14155,0.10211101,0.16540596,0.38799357,0.35563168,0.26202187,0.35562998,0.34349042,0.25805265,0.26072398,0.11852119,0.5058305,0.25725085,0.2950941,0.25725102,0.50582695,0.18095048,0.3613818,0.43244067,0.40818626,0.2516693,0.3179883,0.29489523,0.3179876,0.25110713,0.25110656,0.8184769,0.34332845,0.25805676,0.36138007,0.38661793,0.818609,0.40821388,0.25166202,0.43215817,0.10004306,0.29058537,-0.008561624,0.29947945,0.13077807,0.3629111,0.0021804478,0.20865946,0.17145792,0.032523796,0.15043648,0.03056564,0.19910409,0.18539158,-0.020988073,0.2125841,0.058985703,0.32026845,-0.06329672,0.1509147,-0.055498876,0.25513098,0.23011117,0.16733478,0.14414437,0.3640013,-0.016436107,0.102224104,0.14794557,0.0535568,0.32261774,0.21713622
4,4.0,the diagnosis and treatment plan were explained to the family caregiver who expressed understanding of the information presented., explained diagnosis and treatment plan; patient expressed adequate understanding of the information presented today.,4.0683737,4.1895876,4.307283,4.1895876,4.4115047,4.3798904,4.3072834,4.351939,4.295435,4.09699,4.396837,4.0969887,4.2954345,4.351926,4.05595,4.2719183,4.0397077,4.2425857,4.3331923,4.396836,4.333193,4.1993675,4.199365,4.3009586,4.411505,4.3798847,4.05595,4.0683694,4.3009586,4.0397067,4.242585,4.271919,3.962221,4.067411,3.9947333,4.06741,4.2863083,4.229952,3.9950664,4.117136,4.0762672,4.2056355,4.3347197,4.2056355,4.07625,4.203786,3.9491475,4.2715983,4.1907125,4.0753775,4.1448,4.338783,4.1448007,3.949107,3.9491074,4.234226,4.285227,4.229953,3.9491446,3.961329,4.2338214,4.1906276,4.0753784,4.27184,4.378876,4.3056145,4.399656,4.302584,4.4570346,4.3859787,4.3411236,4.5705886,4.8358865,4.3896513,4.8131065,4.391248,4.8289576,4.587593,4.337983,4.6336613,4.3347325,4.4298267,4.37538,4.803806,4.378511,4.4813538,4.481837,4.6931653,4.4601383,4.379528,4.3481917,4.3897896,4.6161637,4.332663,4.41864,4.637124
5,1.0,nortriptyline  pamelor  50 mg capsule 1 capsule by mouth every bedtime.,tylenol extra strength 500 mg tablet 2 tablets by mouth every bedtime.,1.601243,1.397011,1.6161311,1.3970125,1.7691536,1.5615889,1.6161312,1.4436954,1.6644449,1.7155691,1.9556433,1.7155682,1.6644454,1.4436857,1.3550414,1.9642634,1.42467,1.7454765,1.8587396,1.955646,1.858738,1.7402838,1.7402803,1.551846,1.7691536,1.5615932,1.3550413,1.6012396,1.5518451,1.42467,1.7454749,1.9642628,1.6373484,1.675075,1.6897478,1.6750747,1.772781,1.5317243,1.6888381,1.8434063,1.593614,1.3726634,1.7948895,1.3726616,1.593622,1.8369247,1.9319148,1.8891404,1.4696074,1.9471503,1.4368246,1.7949122,1.4368231,2.0065303,2.0065303,1.725618,1.7711107,1.5317373,1.9319246,1.6360768,1.7263224,1.4697065,1.9471564,1.8890438,1.8800218,1.6249307,1.6249399,1.6222914,1.6918437,1.637308,1.7011989,1.6674831,1.749334,1.4678706,2.0449123,1.4715202,1.7266825,1.6370784,1.5303421,2.166791,1.8843808,1.8177253,1.6811968,2.0207279,1.6996185,1.8413424,1.8437338,1.6447557,1.6928562,1.6365088,1.4856287,1.8760171,1.6128985,1.8826879,1.8210768,2.1657622
7,2.5,"respiratory: negative for cough, chest tightness, shortness of breath and stridor.","hent: negative for congestion, rhinorrhea, sinus pressure and sore throat.",1.9323275,1.2771763,1.5077536,1.277175,1.0529504,1.3082811,1.5077538,1.1789024,2.1129646,1.0340701,1.3984729,1.0340703,2.1129642,1.1788952,1.089401,1.381892,2.0859294,1.7505914,1.3582193,1.3984809,1.3582163,1.3407537,1.3407683,2.0136747,1.0529512,1.3082591,1.0894027,1.932319,2.0136726,2.0859306,1.750591,1.3818917,1.2735164,1.7935408,1.885369,1.7935375,0.6691788,1.6228577,1.884353,1.355584,1.3611666,1.3933016,1.0639017,1.3933045,1.3611307,1.2987344,1.3064401,1.0546418,1.0309736,1.3650802,1.6604248,1.0632228,1.6604238,1.4593374,1.4593371,2.2117176,0.66968286,1.6228651,1.306444,1.2737006,2.211684,1.0312337,1.365072,1.0545735,2.4059808,1.2615409,1.0843307,1.2614275,1.5621977,1.4623631,1.0817583,1.5097344,2.7715876,1.2584758,1.6174979,1.276064,3.1240642,1.515811,1.2851931,1.8643106,1.6174666,1.3676167,1.3493229,1.6563683,1.357995,1.1723539,1.1864549,2.1686783,1.5642226,1.4820938,1.2939459,2.380324,2.1683328,1.6214616,1.3883765,1.8744416
8,1.0,ondansetron  zofran  4 mg tablet 1 tablet by mouth three times a day as needed.,minocycline  minocin  50 mg capsule 1 capsule by mouth two times a day.,2.7996821,2.031316,2.4256225,2.0313156,2.2786927,2.1094952,2.4256225,2.339363,2.3830595,2.3402536,2.4335563,2.3402593,2.3830593,2.3393798,2.2710526,2.4056559,2.5775552,2.0386217,2.529692,2.433557,2.529691,2.0834715,2.0834785,2.319688,2.2786932,2.1095142,2.2710538,2.799688,2.3196893,2.577554,2.038623,2.4056551,1.8134204,2.01565,1.66022,2.0156488,2.129659,1.9701834,1.6597974,1.9983174,2.0656765,1.7960762,1.8510706,1.7960743,2.0656855,2.0049863,1.9543666,1.9902632,1.7807273,1.9942861,1.7898183,1.8509033,1.7898195,2.0628533,2.0628524,2.1410785,2.1302984,1.9701805,1.9543697,1.8124868,2.1409678,1.7807273,1.9942902,1.9899607,1.8015922,1.8131061,1.8839732,1.8128892,1.7676924,1.7686071,1.9103357,1.8184342,1.8314703,1.5358156,2.1686907,1.5352811,1.8361839,1.8244069,1.7911862,2.1611342,1.7004128,1.8529339,1.7284918,2.1662865,1.723643,1.8568003,1.8602664,1.8985975,1.77201,1.7719495,1.7903811,1.8015049,1.9301411,1.7098576,1.8473032,2.1636074
9,4.9,explained diagnosis and treatment plan; patient child caregiver expressed understanding of the content, explained diagnosis and treatment plan; patient care giver expressed understanding of the content.,4.4149585,4.614217,5.1148396,4.614217,5.0541773,4.613459,5.1148405,4.9220324,4.8555603,4.7664146,4.843002,4.766414,4.8555603,4.9220343,4.8249946,4.7590604,4.4523168,4.4891515,5.0275874,4.8430023,5.0275874,4.541221,4.541226,4.8812385,5.054177,4.6134496,4.824994,4.414957,4.881237,4.4523153,4.4891515,4.759061,4.5796475,4.619465,4.7932205,4.619467,4.9989367,4.672739,4.793094,4.7310376,4.792086,4.8405676,4.807545,4.840569,4.792123,4.8256397,4.490238,4.7033253,4.519045,4.6784573,4.751847,4.811845,4.751847,4.5961585,4.5961585,4.929625,5.000054,4.672739,4.4902396,4.5804477,4.928915,4.519086,4.678456,4.703381,4.4653463,4.420258,4.896511,4.4145675,5.0406675,4.498577,4.8598237,4.899979,4.963981,4.5575986,4.924171,4.5586495,4.93974,4.9207077,4.7602434,4.7609468,4.417571,4.5675035,4.744243,4.9123387,4.742664,4.6249266,4.6243715,4.87409,5.050831,4.4893837,4.7597933,4.4700522,4.8354354,4.4186473,4.5619307,4.7629175
11,3.25," discussed the risks, benefits, alternatives, and the necessity of other members of the healthcare team, both male and female, participating in the procedure."," informed consent for unsedated bone marrow:  discussed risks, goals, and alternatives to bone marrow aspiration and biopsy, advance directives, and the necessity of other members of the healthcare team participating in the procedure with the patient.",3.1581616,2.9628007,3.1648948,2.9628026,3.374579,3.3269062,3.164894,3.356524,3.4463036,2.601772,3.426488,2.6017761,3.4463036,3.356528,3.0035062,3.2503197,3.1118796,3.2077627,2.675361,3.4264886,2.675361,3.1435373,3.1435263,3.3868575,3.3745787,3.3268833,3.0035062,3.1581597,3.3868568,3.1118762,3.2077634,3.2503183,2.9010372,2.9808104,2.6872857,2.9808114,3.468375,3.2717392,2.6881328,3.172343,3.3079395,2.6939824,2.9793158,2.693984,3.3079386,3.0570452,2.802781,2.9513092,3.1617472,3.107937,2.6976166,2.9798076,2.697617,2.9757917,2.9757905,3.1882074,3.4692297,3.2717361,2.8027809,2.9029713,3.1881464,3.1618643,3.107949,2.9523914,3.3447955,3.3638737,3.3908436,3.3651018,3.4238791,3.3634586,3.4175816,3.6671898,3.4039629,3.2799675,3.432705,3.2792876,3.414951,3.66363,3.389265,3.5174208,3.0430408,3.3505921,3.4687977,3.4277015,3.4825046,3.3765068,3.3772812,3.4125907,3.4338415,3.374808,3.3872895,3.35876,3.4639645,3.0476062,3.3569398,3.5141327
12,2.0,bupropion  wellbutrin xl  300 mg tablet sustained release 24 hour 1 tablet by mouth one time daily.,flintstones complete chewable tablet 1 tablet by mouth two times a day.,1.8339008,1.3677868,1.6700354,1.367788,1.7738153,1.4850045,1.6700358,1.6992525,1.692833,1.6760536,1.9481235,1.6760539,1.6928337,1.6992526,1.711867,1.9768959,1.5350685,1.6512513,1.7693734,1.9481248,1.7693739,1.6465877,1.6465888,1.4291602,1.7738147,1.485036,1.7118683,1.833896,1.4291602,1.535068,1.6512522,1.9768957,1.525765,1.7834445,1.5381093,1.783443,1.8286753,1.7267683,1.5381376,1.5451305,1.750911,1.5707848,1.6085681,1.5707867,1.7509111,1.4568795,1.815908,1.6237614,1.325244,1.988593,1.7234178,1.6084943,1.7234192,1.9420793,1.94208,1.701718,1.828345,1.7267684,1.8159195,1.5249103,1.7023468,1.3252517,1.9886003,1.6239262,1.4891537,1.3774916,1.3311299,1.3747063,1.5752587,1.3755243,1.3816651,1.7404882,1.516741,1.030565,1.7433689,1.0316283,1.511265,1.7265549,1.0792049,1.762563,1.389605,1.6129879,1.2257806,1.7439572,1.2374018,1.5739596,1.5692229,1.4739685,1.5781425,1.3843936,1.0788218,1.4908578,1.5098433,1.4164733,1.6139826,1.7621099
13,5.0,the remainder of a complete comprehensive multi-system review of systems is negative except as above., the remainder of the complete comprehensive multisystem review of systems is negative except as above.,4.6682158,4.8118534,5.2276244,4.811854,5.0373225,4.866836,5.2276254,4.9681573,4.8787985,4.948738,5.1859226,4.948738,4.8787985,4.96816,5.0099807,5.162073,4.7489085,4.9514527,5.078034,5.185922,5.078033,4.9590096,4.959011,4.8017483,5.0373216,4.8668323,5.0099816,4.6682134,4.801747,4.7489076,4.951453,5.162072,4.7925844,4.6819897,4.8854623,4.681989,5.0338383,4.8036184,4.8856583,4.9925623,4.586077,5.050991,5.213218,5.050992,4.586017,5.018405,4.3980184,5.103497,4.650842,4.923837,4.953554,5.211787,4.9535556,4.7393293,4.7393293,5.018974,5.0286703,4.8036203,4.398019,4.79401,5.0193205,4.6511846,4.9238286,5.1034026,4.597479,4.489485,5.1302276,4.490388,5.276006,4.7377305,5.136682,5.1635685,4.9906173,4.6722226,4.9946856,4.674888,4.9728127,5.174736,5.0089254,5.110011,4.4366555,4.835896,4.7675247,4.997103,4.7620645,4.825363,4.831368,4.777719,5.276923,4.7527275,5.0125613,4.5984774,4.802023,4.4390173,4.9425154,5.109406
